component_id,source_smiles,source_name,canonical_smiles,chemical_status
A1AMS,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5ccc6cncn6c5,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccc4cncn4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AMT,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4c([nH]cn4)ncn3,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AMU,C[C@@H]([C@H](c1ccc(cc1)Br)NC(=O)c2c3cc[nH]c3ncn2)C(=O)O,Components-smiles-stereo-oe.smi,C[C@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,resolved
A1AMV,CCNC(=O)c1cc2c([nH]1)ncnc2N[C@H](c3ccnc(c3)N)C(C)C,Components-smiles-stereo-oe.smi,CCNC(=O)c1cc2c(N[C@H](c3ccnc(N)c3)C(C)C)ncnc2[nH]1,resolved
A1AMW,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)C5=CC(=O)N(C=C5)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccn(C)c(=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AN0,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)Br,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(Br)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AN2,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5cnc(nc5)N,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnc(N)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AN3,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5cnc(nc5)N6CC(C6)O,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnc(N4CC(O)C4)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AN4,CCNC(=O)c1cc2c([nH]1)ncnc2N[C@H](c3ccc4c(c3)OCCO4)C(C)C,Components-smiles-stereo-oe.smi,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,resolved
A1AN5,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4c(ncn3)OCCO4,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2c1OCCO2)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANI,CCNC(=O)c1cc2c([nH]1)ncnc2N[C@H](c3ccc4c(c3)sc(n4)NC(=O)C)C(C)C,Components-smiles-stereo-oe.smi,CCNC(=O)c1cc2c(N[C@H](c3ccc4nc(NC(C)=O)sc4c3)C(C)C)ncnc2[nH]1,resolved
A1ANJ,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5cccc(c5)CN6CCN(CC6)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(Cc2cccc(-c3cc4c(N[C@H](c5ccc6c(c5)S(=O)(=O)CCC6)C(C)C)ncnc4[nH]3)c2)CC1,resolved
A1ANK,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5ccn6cnnc6c5,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccn4cnnc4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANL,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5ccc(cc5)S(=O)(=O)NCCO,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccc(S(=O)(=O)NCCO)cc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANP,CC(C)[C@@H](c1ccc2c(n1)S(=O)(=O)CCC2)Nc3c4cc[nH]c4ncn3,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)S(=O)(=O)CCC2,resolved
A1ANQ,CC(C)[C@@H](c1ccc2c(c1)NC(=O)CO2)Nc3c4cc([nH]c4ncn3)c5cnn(c5C#N)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,resolved
A1ANR,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)C(=O)NC5CN(C5)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)NC3CN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANS,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)S(=O)(=O)NC,Components-smiles-stereo-oe.smi,CNS(=O)(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,resolved
A1ANU,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5ccc6c(c5)C(C(=O)N6)(C)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccc4c(c3)C(C)(C)C(=O)N4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANV,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)S(=O)(=O)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(S(C)(=O)=O)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANW,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)C5=CCOC5,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(C3=CCOC3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANX,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5c[nH]nc5,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cn[nH]c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANY,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)C5=CN(C(=O)C=C5)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccc(=O)n(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1ANZ,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5ccnc(c5)OCCN(C)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3ccnc(OCCN(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AOA,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4c(ncn3)C[C@H]5CC[C@@H]4N5C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)N1[C@@H]2CC[C@H]1c1c(ncnc1N[C@H](c1ccc3c(c1)S(=O)(=O)CCC3)C(C)C)C2,resolved
A1AOB,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)C(=O)N[C@@H]5CCN(C5)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1AOC,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)Nc3c4cc([nH]c4ncn3)c5cnn(c5)C,Components-smiles-stereo-oe.smi,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,resolved
A1APZ,CS(=O)(=O)N1CC2(C1)c3ccccc3N(C2=O)Cc4nc5cc(ccc5n4CCCC(F)(F)F)Cl,Components-smiles-stereo-oe.smi,CS(=O)(=O)N1CC2(C1)C(=O)N(Cc1nc3cc(Cl)ccc3n1CCCC(F)(F)F)c1ccccc12,resolved
A1ARL,Cn1c2c(cn1)c(ncn2)Nc3ccccc3Cl,Components-smiles-stereo-oe.smi,Cn1ncc2c(Nc3ccccc3Cl)ncnc21,resolved
A1ASK,Cc1cccc(c1)NC(=S)NCCN(C)C,Components-smiles-stereo-oe.smi,Cc1cccc(NC(=S)NCCN(C)C)c1,resolved
A1ASL,Cc1ccc(c(c1)C)Nc2cc(nc3n2cnn3)C,Components-smiles-stereo-oe.smi,Cc1ccc(Nc2cc(C)nc3nncn23)c(C)c1,resolved
A1D9H,[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)(C)C)NC(=O)OC(C)(C)C,Components-smiles-stereo-oe.smi,[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C,resolved
A1H0G,c1cc2c(ccs2)cc1N,Components-smiles-stereo-oe.smi,Nc1ccc2sccc2c1,resolved
A1H0J,C[C@H](c1ccc(cc1)I)N,Components-smiles-stereo-oe.smi,C[C@@H](N)c1ccc(I)cc1,resolved
A1H0K,c1cc2c(cc1I)sc(n2)N,Components-smiles-stereo-oe.smi,Nc1nc2ccc(I)cc2s1,resolved
A1H0L,c1ccc2c(c1)c(cs2)CC(=O)O,Components-smiles-stereo-oe.smi,O=C(O)Cc1csc2ccccc12,resolved
A1H0M,c1cc2c(cc1Br)sc(n2)N,Components-smiles-stereo-oe.smi,Nc1nc2ccc(Br)cc2s1,resolved
A1H0N,C[C@H](c1ccc(cc1)Br)N,Components-smiles-stereo-oe.smi,C[C@@H](N)c1ccc(Br)cc1,resolved
A1H1I,CN1C(=O)[C@@H](N(CCCOc2ccc(cc2CN1C=N)F)C(=O)COc3ccc(cc3Cl)Cl)Cc4ccccc4,Components-smiles-stereo-oe.smi,CN1C(=O)[C@H](Cc2ccccc2)N(C(=O)COc2ccc(Cl)cc2Cl)CCCOc2ccc(F)cc2CN1C=N,resolved
A1H28,c1cc(c(cc1SC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O)C(=O)O)Cl,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSc2ccc(Cl)c(C(=O)O)c2)[C@@H](O)[C@H]1O,resolved
A1H29,c1c(nn[nH]1)CCSC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCc2c[nH]nn2)[C@@H](O)[C@H]1O,resolved
A1H3A,c1cc(c(cc1CSC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O)C(=O)O)Cl,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2ccc(Cl)c(C(=O)O)c2)[C@@H](O)[C@H]1O,resolved
A1H3B,c1cc(ccc1c2cc(cc(c2)C(=O)O)CSC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(C(=O)O)cc(-c3ccc(O)cc3)c2)[C@@H](O)[C@H]1O,resolved
A1H3C,c1ccc(cc1)c2ccc(cc2C(=O)O)CSC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2ccc(-c3ccccc3)c(C(=O)O)c2)[C@@H](O)[C@H]1O,resolved
A1H3D,c1cc(cc(c1)C(=O)O)CSC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cccc(C(=O)O)c2)[C@@H](O)[C@H]1O,resolved
A1H3E,c1c(cc(cc1/C=C/CO)C(=O)O)CSC[C@@H]2[C@H]([C@H]([C@@H](O2)n3cnc4c3ncnc4N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(/C=C/CO)cc(C(=O)O)c2)[C@@H](O)[C@H]1O,resolved
A1H4B,c1cc(cnc1)c2cc(cc(c2)C(=O)O)CSC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(C(=O)O)cc(-c3cccnc3)c2)[C@@H](O)[C@H]1O,resolved
A1H4C,c1cc(cc(c1)O)c2cc(cc(c2)C(=O)O)CSC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(C(=O)O)cc(-c3cccc(O)c3)c2)[C@@H](O)[C@H]1O,resolved
A1H4D,c1cn(cn1)c2cc(cc(c2)C(=O)O)CSC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCc2cc(C(=O)O)cc(-n3ccnc3)c2)[C@@H](O)[C@H]1O,resolved
A1IB6,CCN(C[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc(c3c2ncnc3N)C#Cc4cccnc4)O)O)S(=O)(=O)c5ccc(c(c5)C#N)OC,Components-smiles-stereo-oe.smi,CCN(C[C@H]1O[C@@H](n2cc(C#Cc3cccnc3)c3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c(C#N)c1,resolved
A1IEY,c1ccc(cc1)COc2ccc(c(c2)F)C(=O)Oc3cc(cnc3)Cl,Components-smiles-stereo-oe.smi,O=C(Oc1cncc(Cl)c1)c1ccc(OCc2ccccc2)cc1F,resolved
A1IF1,CCOc1ccc(c(c1)F)C(=O)Oc2cc(cnc2)Cl,Components-smiles-stereo-oe.smi,CCOc1ccc(C(=O)Oc2cncc(Cl)c2)c(F)c1,resolved
A1IM3,c1ccc2c(c1)c(c[nH]2)C[C@H](CC(=O)O)N,Components-smiles-stereo-oe.smi,N[C@@H](CC(=O)O)Cc1c[nH]c2ccccc12,resolved
A1IM4,[H]/N=C/c1cc(ccn1)C(=O)O,Components-smiles-stereo-oe.smi,[H]/N=C/c1cc(C(=O)O)ccn1,resolved
A1IM8,CNC(=O)[C@@H](Cc1ccncc1)N,Components-smiles-stereo-oe.smi,CNC(=O)[C@H](N)Cc1ccncc1,resolved
A1IMU,CNC(=O)[C@@H]([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2CC2)N3C=CC=C(C3=O)NC(=O)Nc4ccccc4)O,Components-smiles-stereo-oe.smi,CNC(=O)[C@H](O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)n1cccc(NC(=O)Nc2ccccc2)c1=O,resolved
A1L1V,Cc1ccc2c(c1[C@@H](C(=O)O)OC(C)(C)C)C3(CC2)CCC(CC3)C,Components-smiles-stereo-oe.smi,Cc1ccc2c(c1[C@H](OC(C)(C)C)C(=O)O)C1(CC2)CCC(C)CC1,resolved
A1L1W,Cc1cc(c2c(c1[C@@H](C(=O)O)OC(C)(C)C)C3(CC2)CCC(CC3)C)C(=O)NC4CCCCCC4,Components-smiles-stereo-oe.smi,Cc1cc(C(=O)NC2CCCCCC2)c2c(c1[C@H](OC(C)(C)C)C(=O)O)C1(CC2)CCC(C)CC1,resolved
A1LYZ,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCc2ccc(cc2)OC,Components-smiles-stereo-oe.smi,COc1ccc(COC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)cc1,resolved
A1R,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H](CN4)O)O)O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2NC[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,resolved
A1W,c1ccc(cc1)[C@@H]2[C@@H](N(N=C2c3ccccc3)C(=O)CCl)c4ccccc4,Components-smiles-stereo-oe.smi,O=C(CCl)N1N=C(c2ccccc2)[C@H](c2ccccc2)[C@@H]1c1ccccc1,resolved
A2G,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1O)CO)O)O,Components-smiles-stereo-oe.smi,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1O,resolved
A2M,CO[C@@H]1[C@@H]([C@H](O[C@H]1n2cnc3c2ncnc3N)COP(=O)(O)O)O,Components-smiles-stereo-oe.smi,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)O)O[C@H]1n1cnc2c(N)ncnc21,resolved
A2R,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)O)O)O)O)OP(=O)(O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O,resolved
A3R,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4C[C@H](CN4)O)O)O)N,Components-smiles-stereo-oe.smi,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@@H]2C[C@@H](O)CN2)[C@@H](O)[C@H]1O,resolved
A3X,C/C(=N\NC(=S)N)/c1ccc(c(c1)OC)O,Components-smiles-stereo-oe.smi,COc1cc(/C(C)=N/NC(N)=S)ccc1O,resolved
A4O,c1cc(c(cc1O)O)/C=N/NC(=S)N,Components-smiles-stereo-oe.smi,NC(=S)N/N=C/c1ccc(O)cc1O,resolved
A5I,COc1cc(cc(c1O)OC)/C=N/NC(=S)N,Components-smiles-stereo-oe.smi,COc1cc(/C=N/NC(N)=S)cc(OC)c1O,resolved
A60,CCC(CC)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,Components-smiles-stereo-oe.smi,CCC(CC)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,resolved
A61,CCC(CC)C[N@@](C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc5c(c4)scn5,Components-smiles-stereo-oe.smi,CCC(CC)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2ncsc2c1,resolved
A68,CC[C@H](C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](C[N@](CC(C)C)S(=O)(=O)c2ccc(cc2)OC)O)NC(=O)C,Components-smiles-stereo-oe.smi,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,resolved
A69,c1ccc(cc1)CCC[N@@](C[C@H]([C@H](Cc2ccccc2)NC(=O)c3cccc(c3)O)O)S(=O)(=O)c4ccc5c(c4)scn5,Components-smiles-stereo-oe.smi,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(CCCc1ccccc1)S(=O)(=O)c1ccc2ncsc2c1)c1cccc(O)c1,resolved
A6Q,CCNC(=S)N/N=C/c1ccc(c(c1)O)O,Components-smiles-stereo-oe.smi,CCNC(=S)N/N=C/c1ccc(O)c(O)c1,resolved
A76,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@H]([C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3ccccn3)O)O)NC(=O)N(C)Cc4ccccn4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,resolved
A77,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H]([C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3ccccn3)O)O)NC(=O)N(C)Cc4ccccn4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,resolved
A78,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3cccc[nH+]3)O)NC(=O)N(C)Cc4cccc[nH+]4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)N(C)Cc1cccc[nH+]1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1cccc[nH+]1)C(C)C,resolved
A79,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H]([C@H]([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3ccccn3)O)O)NC(=O)N(C)Cc4ccccn4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,resolved
A7L,CCNC(=S)N/N=C/c1cc(ccc1O)O,Components-smiles-stereo-oe.smi,CCNC(=S)N/N=C/c1cc(O)ccc1O,resolved
A82,CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)Nc3ccccc3C(=O)O)N4CCOCC4,Components-smiles-stereo-oe.smi,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,resolved
A83,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)n2cc(nn2)CNC(=O)c3ccc(cc3)CNC(=O)OC(C)(C)C)O)S(=O)(=O)c4ccc(cc4)OC,Components-smiles-stereo-oe.smi,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)n2cc(CNC(=O)c3ccc(CNC(=O)OC(C)(C)C)cc3)nn2)cc1,resolved
A85,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(C([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)N(C)Cc3ccccn3)(F)F)(O)O)NC(=O)N(C)Cc4ccccn4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(O)(O)C(F)(F)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,resolved
A88,COc1cc(ccc1O)CN2[C@@H]([C@@H](C[N@](N(C2=O)Cc3ccc(c(c3)OC)O)Cc4ccccc4)O)Cc5ccccc5,Components-smiles-stereo-oe.smi,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(Cc3ccccc3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O,resolved
A8J,CC(=O)c1cccc(c1)C(=O)OC(C)(C)C,Components-smiles-stereo-oe.smi,CC(=O)c1cccc(C(=O)OC(C)(C)C)c1,resolved
AAA,Cc1ccc(c(c1)N[C@@H](c2c(cccc2Br)Br)C(=O)N)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)c1ccc(C)cc1N[C@H](C(N)=O)c1c(Br)cccc1Br,resolved
AAC,CC(=O)NCC(=O)O,Components-smiles-stereo-oe.smi,CC(=O)NCC(=O)O,resolved
AAP,Cc1ccc(c(c1)N[C@@H](c2c(cccc2Cl)Cl)C(=O)N)C(=O)C,Components-smiles-stereo-oe.smi,CC(=O)c1ccc(C)cc1N[C@H](C(N)=O)c1c(Cl)cccc1Cl,resolved
AAU,COc1cc(ccc1O)CN2[C@@H]([C@@H](CN(N(C2=O)Cc3ccc(c(c3)OC)O)C(=O)CCc4ccc(cc4)O)O)Cc5ccccc5,Components-smiles-stereo-oe.smi,COc1cc(CN2C(=O)N(Cc3ccc(O)c(OC)c3)N(C(=O)CCc3ccc(O)cc3)C[C@@H](O)[C@H]2Cc2ccccc2)ccc1O,resolved
AB1,Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O)C,Components-smiles-stereo-oe.smi,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,resolved
AB2,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)n2cc(nn2)COC(=O)N[C@@H]3c4ccccc4C[C@H]3O)O)S(=O)(=O)c5ccc(cc5)OC,Components-smiles-stereo-oe.smi,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)n2cc(COC(=O)N[C@@H]3c4ccccc4C[C@H]3O)nn2)cc1,resolved
ABV,c1ccc2c(c1)nc(s2)N,Components-smiles-stereo-oe.smi,Nc1nc2ccccc2s1,resolved
ABZ,c1cc(ccc1C#N)Nc2nc(nc(n2)N)Cc3c4cc[nH]c4ccc3Cl,Components-smiles-stereo-oe.smi,N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1,resolved
AC7,COc1c(cc(cc1C(=O)OC)C(=CCCCC(=O)OC)c2cc(c(c(c2)C(=O)OC)OC)C#N)C#N,Components-smiles-stereo-oe.smi,COC(=O)CCCC=C(c1cc(C#N)c(OC)c(C(=O)OC)c1)c1cc(C#N)c(OC)c(C(=O)OC)c1,resolved
