component_id,source_smiles,source_name,canonical_smiles,chemical_status
OU3,Cc1cc(ccc1F)N2C(=Nc3cc(c(c(c3C2=O)O)O)O)CC(C)C,Components-smiles-stereo-oe.smi,Cc1cc(-n2c(CC(C)C)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,resolved
OUF,CC(C)OCCCN(Cc1ccco1)C(=O)NC2=CN(C(=O)c3c2cccc3)C,Components-smiles-stereo-oe.smi,CC(C)OCCCN(Cc1ccco1)C(=O)Nc1cn(C)c(=O)c2ccccc12,resolved
OV4,CN(C)c1ccc(cc1)N(Cc2ccccc2)C(=O)Cn3c4ccccc4nn3,Components-smiles-stereo-oe.smi,CN(C)c1ccc(N(Cc2ccccc2)C(=O)Cn2nnc3ccccc32)cc1,resolved
OVF,CN(C)c1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,Components-smiles-stereo-oe.smi,CN(C)c1ccc(N(Cc2cccc(Cl)c2)C(=O)Cn2nnc3ccccc32)cc1,resolved
OVX,c1ccc2c(c1)cncc2C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,Components-smiles-stereo-oe.smi,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,resolved
OW1,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=C)C,Components-smiles-stereo-oe.smi,C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,resolved
OWC,c1ccc2c(c1)cncc2N3CCC[C@H](C3=O)c4cccc(c4)Cl,Components-smiles-stereo-oe.smi,O=C1[C@H](c2cccc(Cl)c2)CCCN1c1cncc2ccccc12,resolved
OWX,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCCN3,Components-smiles-stereo-oe.smi,O=C(Cc1cccc(Cl)c1)Nc1cncc2c1CCCN2,resolved
OYF,c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3ccnc4,Components-smiles-stereo-oe.smi,O=C(Nc1cncc2cnccc12)[C@@H]1CCOc2ccc(Cl)cc21,resolved
OYX,c1ccc2c(c1)cncc2CC(=O)N(CCC3CCCCC3)Cc4cccs4,Components-smiles-stereo-oe.smi,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)Cc1cccs1,resolved
OZ1,c1cc(c(cc1F)F)CNC(=O)C2=C(c3cc(cnc3N(C2=O)O)CCCCCCO)N,Components-smiles-stereo-oe.smi,Nc1c(C(=O)NCc2ccc(F)cc2F)c(=O)n(O)c2ncc(CCCCCCO)cc12,resolved
OZ6,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C=O)C,Components-smiles-stereo-oe.smi,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C)C(C)(C)C,resolved
OZB,CC(C)(C)[C@@H](C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)SCCS2)NC(=O)C4(CC4)F,Components-smiles-stereo-oe.smi,CC(C)(C)[C@H](NC(=O)C1(F)CC1)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2,resolved
OZC,c1ccc2c(c1)cncc2N3CCC[C@H](C3=O)c4ccc(cc4)Cl,Components-smiles-stereo-oe.smi,O=C1[C@H](c2ccc(Cl)cc2)CCCN1c1cncc2ccccc12,resolved
OZL,CC(C)(C)[C@@H](C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)SCCS2)NC(=O)NC(C)(C)C,Components-smiles-stereo-oe.smi,CC(C)(C)NC(=O)N[C@H](C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2)C(C)(C)C,resolved
OZX,c1ccc2c(c1)cncc2NC(=O)Cc3cccc(n3)Cl,Components-smiles-stereo-oe.smi,O=C(Cc1cccc(Cl)n1)Nc1cncc2ccccc12,resolved
P0O,CC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C,Components-smiles-stereo-oe.smi,CC(=O)C=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)C2(C)C,resolved
P0X,c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,Components-smiles-stereo-oe.smi,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,resolved
P12,[H]/N=C(\N)/N1CC[NH+](CC1)Cc2cc(ccc2OCCC[NH3+])OC,Components-smiles-stereo-oe.smi,[H]/N=C(\N)N1CC[NH+](Cc2cc(OC)ccc2OCCC[NH3+])CC1,resolved
P13,c1cc2c(cc[nH]2)cc1c3ccc(c(c3)CNCCN4CCNCC4)OCCCN,Components-smiles-stereo-oe.smi,NCCCOc1ccc(-c2ccc3[nH]ccc3c2)cc1CNCCN1CCNCC1,resolved
P14,COc1ccc(c(c1)CNCCCCNC(=[NH2+])N)OCCNC(=[NH2+])N,Components-smiles-stereo-oe.smi,COc1ccc(OCCNC(N)=[NH2+])c(CNCCCCNC(N)=[NH2+])c1,resolved
P1Y,COc1ccc(cc1Br)Cc2nc(c(c(n2)O)O)C(=O)O,Components-smiles-stereo-oe.smi,COc1ccc(Cc2nc(O)c(O)c(C(=O)O)n2)cc1Br,resolved
P3L,c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)N[C@@H]3CCNC(=O)C3,Components-smiles-stereo-oe.smi,O=C1C[C@H](NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)CCN1,resolved
P3V,CC(C)CN(CC([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)(O)O)S(=O)(=O)c4ccc(cc4)N,Components-smiles-stereo-oe.smi,CC(C)CN(CC(O)(O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,resolved
P4G,CCOCCOCCOCC,Components-smiles-stereo-oe.smi,CCOCCOCCOCC,resolved
P4R,c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)NC3=O,Components-smiles-stereo-oe.smi,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,resolved
P4Y,c1ccc(cc1)c2c(c3ccccc3[nH]2)Cc4nc(c(c(n4)O)O)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1nc(Cc2c(-c3ccccc3)[nH]c3ccccc23)nc(O)c1O,resolved
P5X,CN(C)c1ccc(cc1)N(Cc2cc(cs2)Cl)C(=O)Cc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CN(C)c1ccc(N(Cc2cc(Cl)cs2)C(=O)Cc2cncc3ccccc23)cc1,resolved
P6I,CSc1ccc(cc1)N(Cc2cc(cs2)Cl)C(=O)Cc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CSc1ccc(N(Cc2cc(Cl)cs2)C(=O)Cc2cncc3ccccc23)cc1,resolved
P6N,C[C@H]1CCc2ccccc2C1=O,Components-smiles-stereo-oe.smi,C[C@H]1CCc2ccccc2C1=O,resolved
P6O,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CC(=O)Nc4c3cc(cc4)Cl)O,Components-smiles-stereo-oe.smi,O=C1C[C@@](O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,resolved
P6R,CC(C)(C)c1ccc(cc1)N(Cc2cc(cs2)Cl)C(=O)Cc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CC(C)(C)c1ccc(N(Cc2cc(Cl)cs2)C(=O)Cc2cncc3ccccc23)cc1,resolved
P7L,COc1ccc(cc1)N(Cc2cc(cs2)Cl)C(=O)Cc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,COc1ccc(N(Cc2cc(Cl)cs2)C(=O)Cc2cncc3ccccc23)cc1,resolved
P7R,CN1c2c(cncc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl)NC1=O,Components-smiles-stereo-oe.smi,Cn1c(=O)[nH]c2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21,resolved
P8C,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)[S+](=O)(O)O)NC(=O)OC[C@H]2C[C@@H]2C3CCC(CC3)(F)F,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OC[C@H]1C[C@@H]1C1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)[S+](=O)(O)O,resolved
P8L,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)[S+](=O)(O)O)NC(=O)OC[C@H]2C[C@@H]2C3CCCCC3,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OC[C@H]1C[C@@H]1C1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)[S+](=O)(O)O,resolved
P8U,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)[S+](=O)(O)O)NC(=O)OC[C@H]2C[C@@H]2C3CCCCC3,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OC[C@H]1C[C@@H]1C1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)[S+](=O)(O)O,resolved
P9O,c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3CNCC4,Components-smiles-stereo-oe.smi,O=C(Nc1cncc2c1CNCC2)[C@@H]1CCOc2ccc(Cl)cc21,resolved
PBM,C[Pb+](C)C,Components-smiles-stereo-oe.smi,[CH3][Pb+]([CH3])[CH3],resolved
PBP,c1cc(ccc1C(=O)CBr)Br,Components-smiles-stereo-oe.smi,O=C(CBr)c1ccc(Br)cc1,resolved
PBU,CCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCC,Components-smiles-stereo-oe.smi,CCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O)OC(=O)CCC,resolved
PC0,CCOc1ccnc(c1F)CCNC(=S)Nc2ccc(cn2)C,Components-smiles-stereo-oe.smi,CCOc1ccnc(CCNC(=S)Nc2ccc(C)cn2)c1F,resolved
PC8,CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC,Components-smiles-stereo-oe.smi,CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC,resolved
PDZ,c1ccc(cc1)Oc2c(ccc(c2F)CC3=NNC(=O)C=C3)Cl,Components-smiles-stereo-oe.smi,O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1,resolved
PEE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,Components-smiles-stereo-oe.smi,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,resolved
PF0,Cc1c(cccc1O)C(=O)O,Components-smiles-stereo-oe.smi,Cc1c(O)cccc1C(=O)O,resolved
PG0,COCCOCCO,Components-smiles-stereo-oe.smi,COCCOCCO,resolved
PG5,COCCOCCOCCOC,Components-smiles-stereo-oe.smi,COCCOCCOCCOC,resolved
PG6,COCCOCCOCCOCCOCCOC,Components-smiles-stereo-oe.smi,COCCOCCOCCOCCOCCOC,resolved
PGR,C[C@H](CO)O,Components-smiles-stereo-oe.smi,C[C@@H](O)CO,resolved
PHB,c1cc(ccc1C(=O)O)O,Components-smiles-stereo-oe.smi,O=C(O)c1ccc(O)cc1,resolved
PHL,c1ccc(cc1)C[C@@H](CO)N,Components-smiles-stereo-oe.smi,N[C@H](CO)Cc1ccccc1,resolved
PHP,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)P(=O)([C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)OCc3ccccc3)O)NC(=O)OCc4ccccc4,Components-smiles-stereo-oe.smi,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)P(=O)(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,resolved
PHQ,c1ccc(cc1)COC(=O)Cl,Components-smiles-stereo-oe.smi,O=C(Cl)OCc1ccccc1,resolved
PI4,CC(C)(C)NC(=O)[C@@H]1CCCC[N@]1C[C@H]([C@@H]2Cc3ccc(cc3)OCCCC(=O)N[C@H](C(=O)N2)CC(=O)N)O,Components-smiles-stereo-oe.smi,CC(C)(C)NC(=O)[C@@H]1CCCCN1C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1,resolved
PI5,CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)N4CCCC4=O)O,Components-smiles-stereo-oe.smi,CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC[C@@H](O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C(C)C)N2CCCC2=O)Cc2ccc(cc2)OCCCNC1=O,resolved
PI6,CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)O,Components-smiles-stereo-oe.smi,CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)Cc2ccc(cc2)OCCCNC1=O,resolved
PI7,CC[C@H](C)[C@H]1C(=O)NCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H]([C@H](Cc3ccc(cc3)O)NC(=O)[C@H](C(C)C)NC(=O)CC)O,Components-smiles-stereo-oe.smi,CCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)[C@H](O)CN[C@H]1Cc2ccc(cc2)OCCCNC(=O)[C@H]([C@@H](C)CC)NC1=O)C(C)C,resolved
PI8,CC[C@H](C)[C@H]1C(=O)NCCCCCOc2ccc(cc2)C[C@@H](C(=O)N1)NC[C@H](C[C@@H](Cc3ccccc3)C(=O)N[C@H]4c5ccccc5C[C@H]4O)O,Components-smiles-stereo-oe.smi,CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)Cc2ccc(cc2)OCCCCCNC1=O,resolved
PI9,CC(C)CC[N@@](C[C@H]([C@@H]1Cc2ccc(cc2)OCCCCCC(=O)N[C@H](C(=O)N1)C(C)C)O)S(=O)(=O)c3ccc(cc3)N,Components-smiles-stereo-oe.smi,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccc(N)cc1,resolved
PIM,c1ccc(cc1)c2cnc[nH]2,Components-smiles-stereo-oe.smi,c1ccc(-c2cnc[nH]2)cc1,resolved
PIO,CCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC(=O)CCCCCCC,Components-smiles-stereo-oe.smi,CCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O)OC(=O)CCCCCCC,resolved
PJ6,CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,resolved
PJE,C1CNC(=O)[C@@H]1C[C@@H](/C=C/C(=O)O)N,Components-smiles-stereo-oe.smi,N[C@H](/C=C/C(=O)O)C[C@@H]1CCNC1=O,resolved
PJJ,c1ccc(cc1)C[C@H](C[C@@H]([C@H](Cc2ccccc2)N)O)C(=O)O,Components-smiles-stereo-oe.smi,N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)O,resolved
PJR,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)[S+](=O)(O)O)NC(=O)OC[C@H]2C[C@@H]2C3CCC(CC3)(F)F,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OC[C@H]1C[C@@H]1C1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@@H](O)[S+](=O)(O)O,resolved
PJX,CN1CC[C@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CN1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,resolved
PK4,Cc1cccc(c1F)S(=O)(=O)NC,Components-smiles-stereo-oe.smi,CNS(=O)(=O)c1cccc(C)c1F,resolved
PK8,c1cc[n+]2c(c1)S[Zn]O2,Components-smiles-stereo-oe.smi,c1cc[n+]2c(c1)[S][Zn][O]2,resolved
PKW,Cn1cnc2c1c(cnc2)NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,Components-smiles-stereo-oe.smi,Cn1cnc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c21,resolved
PMZ,CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCCN(C)C,Components-smiles-stereo-oe.smi,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,resolved
PNU,C[C@@H](c1cc2ccoc2cn1)Sc3nc(cc(n3)Cl)N,Components-smiles-stereo-oe.smi,C[C@H](Sc1nc(N)cc(Cl)n1)c1cc2ccoc2cn1,resolved
POL,CCCO,Components-smiles-stereo-oe.smi,CCCO,resolved
POP,O[P@@](=O)([O-])O[P@@](=O)(O)[O-],Components-smiles-stereo-oe.smi,O=[P@@]([O-])(O)O[P@](=O)([O-])O,resolved
PPF,C(=O)(O)P(=O)(O)O,Components-smiles-stereo-oe.smi,O=C(O)P(=O)(O)O,resolved
PPN,c1cc(ccc1C[C@@H](C(=O)O)N)[N+](=O)[O-],Components-smiles-stereo-oe.smi,N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O,resolved
PQ6,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CN,Components-smiles-stereo-oe.smi,NC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,resolved
PQL,CC(C)(C)[C@@H](C(=O)N1CC2(C[C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)SCCS2)NC(=O)C(F)(F)F,Components-smiles-stereo-oe.smi,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1CC2(C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)SCCS2,resolved
PQX,C[C@H](c1cccc2c1cccc2)N3CCC(CC3)C(=O)O,Components-smiles-stereo-oe.smi,C[C@H](c1cccc2ccccc12)N1CCC(C(=O)O)CC1,resolved
PRL,c1cc(cc2c1cc3ccc(cc3n2)N)N,Components-smiles-stereo-oe.smi,Nc1ccc2cc3ccc(N)cc3nc2c1,resolved
PRO,C1C[C@H](NC1)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)[C@@H]1CCCN1,resolved
PSF,CCCCCC(=O)OCC(CO[P@@](=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCC,Components-smiles-stereo-oe.smi,CCCCCC(=O)OCC(CO[P@@](=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCC,resolved
PSI,C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@H](CCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)OC)O)N,Components-smiles-stereo-oe.smi,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C,resolved
PSU,C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Components-smiles-stereo-oe.smi,O=c1[nH]cc([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,resolved
PUK,c1ccc(cc1)C[C@@H](CN[C@@H](Cc2ccccc2)C(=O)O)N,Components-smiles-stereo-oe.smi,N[C@H](CN[C@@H](Cc1ccccc1)C(=O)O)Cc1ccccc1,resolved
PUU,CC(=O)N1CC[C@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,Components-smiles-stereo-oe.smi,CC(=O)N1CC[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,resolved
PVR,CC(=O)N1CCN(CC1)CC(=O)Nc2cnccc2C3CC3,Components-smiles-stereo-oe.smi,CC(=O)N1CCN(CC(=O)Nc2cnccc2C2CC2)CC1,resolved
PWR,c1ccc2c(c1)c[n+](cc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl)[O-],Components-smiles-stereo-oe.smi,O=C(Nc1c[n+]([O-])cc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,resolved
PYD,Cc1cnc(nc1N)C,Components-smiles-stereo-oe.smi,Cc1ncc(C)c(N)n1,resolved
PZ2,Cc1cc(cc(c1)Oc2ccc(cc2Br)Cc3c4ccnnc4[nH]n3)C#N,Components-smiles-stereo-oe.smi,Cc1cc(C#N)cc(Oc2ccc(Cc3n[nH]c4nnccc34)cc2Br)c1,resolved
PZ6,c1ccc2c(c1)cncc2NC(=O)[C@]3(CCOc4c3cc(cc4)Cl)CN,Components-smiles-stereo-oe.smi,NC[C@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,resolved
PZA,c1cnc(cn1)C(=O)N,Components-smiles-stereo-oe.smi,NC(=O)c1cnccn1,resolved
PZL,c1cc(c(c(c1Cc2c3ccnnc3[nH]n2)F)Oc4cc(cc(c4)Cl)C#N)Br,Components-smiles-stereo-oe.smi,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4nnccc34)c2F)c1,resolved
Q0I,CCC(=O)N(c1cncc2c1cccc2)C(=O)[C@@H]3CCOc4c3cc(cc4)Cl,Components-smiles-stereo-oe.smi,CCC(=O)N(C(=O)[C@@H]1CCOc2ccc(Cl)cc21)c1cncc2ccccc12,resolved
Q1C,Cc1ccncc1NC(=O)CN2CCC(CC2)C,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)CN1CCC(C)CC1,resolved
Q1D,B(c1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc2ccccc2)NC(=O)O[C@H]3[C@@H]4C[C@@H]5[C@H]3CO[C@@H]5OC4)O)CC(C)C)(O)O,Components-smiles-stereo-oe.smi,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1[C@H]2CO[C@H]3OC[C@@H]1[C@H]3C2)S(=O)(=O)c1ccc(B(O)O)cc1,resolved
Q1U,COc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,Components-smiles-stereo-oe.smi,COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,resolved
Q2G,Cc1ccncc1NC(=O)Nc2cccc(c2)Cl,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,resolved
Q2U,COc1ccccc1OCCNC(=O)C2=CC(=O)Nc3c2cccc3,Components-smiles-stereo-oe.smi,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,resolved
Q31,CC(C)C[C@@H](Cc1ccc2c(c1C(=O)O)OCO2)CNC(=O)Cc3c[nH]cn3,Components-smiles-stereo-oe.smi,CC(C)C[C@H](CNC(=O)Cc1c[nH]cn1)Cc1ccc2c(c1C(=O)O)OCO2,resolved
Q36,Cc1ccncc1NC(=O)[C@H](C)c2cccc(c2)C#N,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)[C@H](C)c1cccc(C#N)c1,resolved
Q3C,c1ccc2c(c1)cc(cn2)C(=O)O,Components-smiles-stereo-oe.smi,O=C(O)c1cnc2ccccc2c1,resolved
Q3U,c1cc(cc(c1)Cl)NC(=O)Nc2cc(cnc2)N,Components-smiles-stereo-oe.smi,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,resolved
Q45,CS(=O)(=O)NCC[C@@H]1CCCCN1CC(=O)Nc2cccnc2,Components-smiles-stereo-oe.smi,CS(=O)(=O)NCC[C@@H]1CCCCN1CC(=O)Nc1cccnc1,resolved
Q4F,CC(=O)N1C[C@@H]2C[C@H]1CN2Cc3cccc(c3)Cl,Components-smiles-stereo-oe.smi,CC(=O)N1C[C@@H]2C[C@H]1CN2Cc1cccc(Cl)c1,resolved
Q4R,Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c2cccc3c2nccc3,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12,resolved
Q50,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N,Components-smiles-stereo-oe.smi,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,resolved
Q56,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O)NC(=O)OCc2ccc3ccccc3c2,Components-smiles-stereo-oe.smi,CC(C)C[C@H](NC(=O)OCc1ccc2ccccc2c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)[C@H](O)S(=O)(=O)O,resolved
Q5C,Cc1ccncc1NC(=O)CNC(=O)Cc2cccnc2,Components-smiles-stereo-oe.smi,Cc1ccncc1NC(=O)CNC(=O)Cc1cccnc1,resolved
Q5K,c1ccc(c(c1)NC(=O)[C@H](c2cccnc2)O)NS(=O)(=O)c3ccc(cc3)F,Components-smiles-stereo-oe.smi,O=C(Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1)[C@@H](O)c1cccnc1,resolved
Q5R,c1ccc(cc1)N2CCN(CC2)C(=O)C3=CC(=O)Nc4c3cccc4,Components-smiles-stereo-oe.smi,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,resolved
