entry_id,deposited_model_num,label_asym_id,component_id,auth_asym_id,auth_seq_id,insertion_code_normalized,mapping_reason_class,algorithm_queue,preflight_mapping_status,heavy_atoms_structural,heavy_atoms_reference,heavy_atoms_mapped,heavy_atom_mapping_fraction,remediation_status,notes
1GNO,1,C,U0E,B,100,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,41,0.97619,pending,Stage 2I QC-controlled mapping deferral
1GNO,1,D,U0E,B,101,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,41,0.97619,pending,Stage 2I QC-controlled mapping deferral
1HBV,1,C,GAN,A,600,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,21,0.5,pending,Stage 2I QC-controlled mapping deferral
1HNV,1,C,TBO,A,559,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1HPO,1,C,UNI,B,100,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
1HQU,1,C,HBY,A,561,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,21,0.954545,pending,Stage 2I QC-controlled mapping deferral
1HVH,1,C,Q82,B,265,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,44,44,41,0.931818,pending,Stage 2I QC-controlled mapping deferral
1HWR,1,C,216,B,216,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,28,0.933333,pending,Stage 2I QC-controlled mapping deferral
1IKV,1,C,EFZ,A,2000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1IKW,1,C,EFZ,A,2000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1IKY,1,C,MSD,A,2000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,25,0.925926,pending,Stage 2I QC-controlled mapping deferral
1JKH,1,C,EFZ,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1JLC,1,C,FTC,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,22,0.956522,pending,Stage 2I QC-controlled mapping deferral
1JLG,1,C,UC1,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,18,0.818182,pending,Stage 2I QC-controlled mapping deferral
1JLQ,1,C,SBN,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,19,0.95,pending,Stage 2I QC-controlled mapping deferral
1K1T,1,C,0Q4,B,201,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
1K1U,1,C,0Q4,B,301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
1K2B,1,C,0Q4,A,401,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
1K2C,1,C,0Q4,B,401,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
1K5M,1,E,SPH,A,1971,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,14,0.666667,pending,Stage 2I QC-controlled mapping deferral
1MTR,1,E,PI6,B,101,,P5_LARGE_GRAPH_DIFFERENCE,QUEUE_CURATION_REVIEW,partial_adapter_limitation,43,43,1,0.023256,pending,Stage 2I QC-controlled mapping deferral
1NPV,1,C,L27,A,479,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,44,44,28,0.636364,pending,Stage 2I QC-controlled mapping deferral
1NPW,1,C,LGZ,A,479,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,46,46,28,0.608696,pending,Stage 2I QC-controlled mapping deferral
1QBT,1,C,146,B,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
1QS4,1,E,100,A,1004,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,13,0.65,pending,Stage 2I QC-controlled mapping deferral
1REV,1,D,TB9,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1RT4,1,D,UC1,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,18,0.818182,pending,Stage 2I QC-controlled mapping deferral
1RT5,1,D,UC2,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,16,0.695652,pending,Stage 2I QC-controlled mapping deferral
1RT6,1,D,UC3,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,19,0.95,pending,Stage 2I QC-controlled mapping deferral
1RT7,1,D,UC4,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,17,0.73913,pending,Stage 2I QC-controlled mapping deferral
1S1T,1,D,UC1,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,18,0.818182,pending,Stage 2I QC-controlled mapping deferral
1S1W,1,C,UC1,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,18,0.818182,pending,Stage 2I QC-controlled mapping deferral
1S6P,1,D,IET,A,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,20,0.869565,pending,Stage 2I QC-controlled mapping deferral
1S6Q,1,C,TPB,A,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,24,0.96,pending,Stage 2I QC-controlled mapping deferral
1S9E,1,C,ADB,A,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,24,0.96,pending,Stage 2I QC-controlled mapping deferral
1S9G,1,C,ABZ,A,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,26,0.962963,pending,Stage 2I QC-controlled mapping deferral
1SUQ,1,D,185,A,600,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,27,0.931034,pending,Stage 2I QC-controlled mapping deferral
1SV5,1,C,65B,A,600,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,26,0.928571,pending,Stage 2I QC-controlled mapping deferral
1T7K,1,C,BH0,B,1000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,43,43,42,0.976744,pending,Stage 2I QC-controlled mapping deferral
1TKX,1,C,GWB,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1TVR,1,C,TB9,A,600,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1UWB,1,C,TBO,A,559,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
1YT9,1,C,OIS,A,1000,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,48,48,46,0.958333,pending,Stage 2I QC-controlled mapping deferral
2AOC,1,J,2NC,B,400,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2AOD,1,E,2NC,B,400,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2AOE,1,I,0Q4,B,301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,59,59,58,0.983051,pending,Stage 2I QC-controlled mapping deferral
2AOG,1,C,2NC,A,400,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2AVM,1,D,2NC,B,300,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2AVQ,1,E,2NC,B,300,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2B5J,1,D,3AC,A,562,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,19,0.863636,pending,Stage 2I QC-controlled mapping deferral
2BB9,1,C,AKC,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,46,46,28,0.608696,pending,Stage 2I QC-controlled mapping deferral
2BBB,1,C,HH1,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,46,46,28,0.608696,pending,Stage 2I QC-controlled mapping deferral
2HNZ,1,E,PC0,A,999,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,22,0.956522,pending,Stage 2I QC-controlled mapping deferral
2I5J,1,G,K05,A,4001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,13,0.52,pending,Stage 2I QC-controlled mapping deferral
2IC3,1,D,HBY,A,562,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,21,0.954545,pending,Stage 2I QC-controlled mapping deferral
2J9K,1,C,2NC,A,0,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2JLE,1,C,I15,A,1546,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,20,0.909091,pending,Stage 2I QC-controlled mapping deferral
2O40,1,B,2NC,A,0,,P3_SMALL_ATOMSET_DIFFERENCE,QUEUE_LOCAL_RECOVERY,partial_adapter_limitation,54,54,53,0.981481,pending,Stage 2I QC-controlled mapping deferral
2O4L,1,D,TPV,A,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
2O4N,1,C,TPV,A,300,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,24,0.571429,pending,Stage 2I QC-controlled mapping deferral
