entry_id,deposited_model_num,label_asym_id,component_id,auth_asym_id,auth_seq_id,insertion_code_normalized,mapping_reason_class,algorithm_queue,preflight_mapping_status,heavy_atoms_structural,heavy_atoms_reference,heavy_atoms_mapped,heavy_atom_mapping_fraction,remediation_status,notes
6O9E,1,V,IY1,F,101,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,26,26,25,0.961538,pending,Stage 2I QC-controlled mapping deferral
6O9E,1,X,IY1,E,102,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,26,26,25,0.961538,pending,Stage 2I QC-controlled mapping deferral
6OE3,1,C,M9A,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
6UL5,1,C,QAG,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,28,0.875,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,G,QNG,A,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,H,QNG,B,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,I,QNG,C,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,J,QNG,D,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,K,QNG,E,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6V2F,1,L,QNG,F,300,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6VKE,1,C,R0S,F,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
6VKV,1,D,QNG,A,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6VKV,1,L,QNG,B,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6VKV,1,R,QNG,C,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6W0U,1,B,S0Y,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,16,16,15,0.9375,pending,Stage 2I QC-controlled mapping deferral
6W42,1,H,SJY,A,307,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,15,0.714286,pending,Stage 2I QC-controlled mapping deferral
6WC8,1,B,TQM,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,21,0.777778,pending,Stage 2I QC-controlled mapping deferral
6WPF,1,K,D4T,A,603,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6WPJ,1,E,D4T,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,15,0.535714,pending,Stage 2I QC-controlled mapping deferral
6X47,1,C,7AX,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,29,0.966667,pending,Stage 2I QC-controlled mapping deferral
6X49,1,C,7AX,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,29,0.966667,pending,Stage 2I QC-controlled mapping deferral
6X4A,1,C,7AY,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6X4B,1,C,UMY,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
6X4C,1,C,UNS,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
6X4D,1,C,UO4,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
6X4E,1,C,UMV,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
6X4F,1,C,UMV,A,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
6XA9,1,B,AYE,B,157,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,4,4,3,0.75,pending,Stage 2I QC-controlled mapping deferral
6XA9,1,D,AYE,D,157,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,4,4,3,0.75,pending,Stage 2I QC-controlled mapping deferral
6XA9,1,F,AYE,F,157,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,4,4,3,0.75,pending,Stage 2I QC-controlled mapping deferral
6XAA,1,B,AYE,B,76,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,4,4,3,0.75,pending,Stage 2I QC-controlled mapping deferral
6Z2E,1,B,Q5T,AAA,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,67,67,59,0.880597,pending,Stage 2I QC-controlled mapping deferral
6ZB4,1,FA,EIC,A,2110,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZB4,1,K,EIC,C,1407,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZB4,1,V,EIC,B,1311,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZB5,1,M,EIC,C,1407,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZB5,1,V,EIC,B,1309,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZB5,1,W,EIC,B,1310,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZFG,1,D,FSC,A,302,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6ZFG,1,E,FSC,B,301,,P7_MCS_TIMEOUT,QUEUE_COMPLEX_GRAPH,mapping_timeout,,,,,pending,Stage 2I QC-controlled mapping deferral
6ZOZ,1,CA,BLA,A,1314,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
6ZOZ,1,EB,BLA,C,1314,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
6ZOZ,1,QA,BLA,B,1314,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,DA,EIC,A,2112,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,HA,EIC,A,2116,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,IA,BLA,B,2101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,S,BLA,A,2101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,TA,EIC,B,2112,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
6ZP2,1,XA,BLA,C,2101,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7B5Z,1,F,SYH,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,18,0.947368,pending,Stage 2I QC-controlled mapping deferral
7B62,1,B,BLA,A,1301,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,43,43,13,0.302326,pending,Stage 2I QC-controlled mapping deferral
7BF6,1,D,U08,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7BF6,1,H,U08,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7BF6,1,I,U08,C,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7CA8,1,C,FNO,A,301,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,8,0.380952,pending,Stage 2I QC-controlled mapping deferral
7DGB,1,B,EOF,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
7DGF,1,B,H60,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,23,0.766667,pending,Stage 2I QC-controlled mapping deferral
7DGG,1,C,H63,A,600,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
7DGG,1,D,H63,B,601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,22,0.758621,pending,Stage 2I QC-controlled mapping deferral
7DHJ,1,B,H6R,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,28,28,20,0.714286,pending,Stage 2I QC-controlled mapping deferral
7DWY,1,DB,EIC,B,1422,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7DWY,1,HA,EIC,A,1420,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7DWY,1,XB,EIC,C,1420,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E6K,1,B,HYR,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,11,0.916667,pending,Stage 2I QC-controlled mapping deferral
7E6K,1,C,HYR,A,402,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,11,0.916667,pending,Stage 2I QC-controlled mapping deferral
7E6K,1,D,HYR,A,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,11,0.916667,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,EB,ELA,B,1606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,FB,VCG,B,1607,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,VA,ELA,A,1606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,WA,ELA,A,1607,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,XA,VCG,A,1608,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7E7B,1,YA,VCG,A,1609,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7E7D,1,OA,ELA,A,1606,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E7D,1,PA,ELA,A,1607,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7E7D,1,RA,ELA,B,1601,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7GAW,1,H,KG9,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GAW,1,K,KG9,B,402,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GAY,1,B,KJO,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,17,17,16,0.941176,pending,Stage 2I QC-controlled mapping deferral
7GB0,1,B,KLR,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,24,0.96,pending,Stage 2I QC-controlled mapping deferral
7GB4,1,F,KO9,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,17,0.944444,pending,Stage 2I QC-controlled mapping deferral
7GBC,1,E,KSX,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,18,0.947368,pending,Stage 2I QC-controlled mapping deferral
7GCF,1,E,LKX,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,17,17,16,0.941176,pending,Stage 2I QC-controlled mapping deferral
7GCI,1,F,LJO,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,17,17,16,0.941176,pending,Stage 2I QC-controlled mapping deferral
7GCM,1,D,LQU,A,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,20,0.952381,pending,Stage 2I QC-controlled mapping deferral
7GCO,1,E,LO0,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,15,0.714286,pending,Stage 2I QC-controlled mapping deferral
7GE4,1,F,N6X,A,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,19,0.95,pending,Stage 2I QC-controlled mapping deferral
7GEJ,1,E,NO0,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,21,0.954545,pending,Stage 2I QC-controlled mapping deferral
7GF7,1,E,O3U,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,6,0.285714,pending,Stage 2I QC-controlled mapping deferral
7GFW,1,E,OK9,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,12,0.521739,pending,Stage 2I QC-controlled mapping deferral
7GGB,1,E,OT6,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,24,0.96,pending,Stage 2I QC-controlled mapping deferral
7GGG,1,E,OVX,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,26,26,25,0.961538,pending,Stage 2I QC-controlled mapping deferral
7GGN,1,E,P0X,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,26,0.962963,pending,Stage 2I QC-controlled mapping deferral
7GH7,1,B,Q36,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,20,20,19,0.95,pending,Stage 2I QC-controlled mapping deferral
7GHH,1,B,Q6U,A,1001,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,10,0.833333,pending,Stage 2I QC-controlled mapping deferral
7GHS,1,F,OVX,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,26,26,25,0.961538,pending,Stage 2I QC-controlled mapping deferral
7GHS,1,N,OVX,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,26,26,25,0.961538,pending,Stage 2I QC-controlled mapping deferral
7GIE,1,E,QF9,A,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,23,23,22,0.956522,pending,Stage 2I QC-controlled mapping deferral
7GIG,1,F,QFU,A,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,22,22,21,0.954545,pending,Stage 2I QC-controlled mapping deferral
7GKT,1,J,QZU,A,408,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,30,30,29,0.966667,pending,Stage 2I QC-controlled mapping deferral
7GL2,1,H,R43,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GL2,1,N,R43,B,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GL8,1,I,KG9,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GL8,1,L,KG9,B,403,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GLD,1,H,R8I,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,30,0.967742,pending,Stage 2I QC-controlled mapping deferral
7GLG,1,H,R95,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7GLG,1,L,R95,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7GLM,1,I,RBM,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GLM,1,M,RBM,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GLT,1,I,RC9,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,34,34,33,0.970588,pending,Stage 2I QC-controlled mapping deferral
7GLT,1,N,RC9,B,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,34,34,33,0.970588,pending,Stage 2I QC-controlled mapping deferral
7GM0,1,I,RFF,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GM0,1,N,RFF,B,405,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7GMS,1,I,RNI,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,38,38,37,0.973684,pending,Stage 2I QC-controlled mapping deferral
7GN1,1,I,RRU,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
7GNH,1,H,RYB,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,40,0.97561,pending,Stage 2I QC-controlled mapping deferral
7GNH,1,M,RYB,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,41,41,40,0.97561,pending,Stage 2I QC-controlled mapping deferral
7GNS,1,H,S6K,A,406,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7GNS,1,O,S6K,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7GNT,1,J,S7C,A,408,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
7GNT,1,O,S7C,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,37,37,36,0.972973,pending,Stage 2I QC-controlled mapping deferral
7GNU,1,I,S7U,A,407,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7GNU,1,O,S7U,B,404,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,36,36,35,0.972222,pending,Stage 2I QC-controlled mapping deferral
7GRO,1,C,Y3N,A,401,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,16,16,15,0.9375,pending,Stage 2I QC-controlled mapping deferral
7GRR,1,D,Y0O,A,502,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,18,18,10,0.555556,pending,Stage 2I QC-controlled mapping deferral
7GS1,1,E,GT7,A,1503,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,12,12,11,0.916667,pending,Stage 2I QC-controlled mapping deferral
7GZY,1,B,A1AK6,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,34,34,33,0.970588,pending,Stage 2I QC-controlled mapping deferral
7H00,1,B,A1ALQ,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7H02,1,B,A1ALS,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,19,19,15,0.789474,pending,Stage 2I QC-controlled mapping deferral
7H09,1,C,A1AL6,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7H09,1,D,A1AL6,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7H0B,1,C,A1AMD,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7H0B,1,D,A1AMD,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,32,32,31,0.96875,pending,Stage 2I QC-controlled mapping deferral
7H0R,1,B,A1AMW,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,34,34,33,0.970588,pending,Stage 2I QC-controlled mapping deferral
7H0X,1,C,A1ANQ,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7H0X,1,D,A1ANQ,B,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,33,33,32,0.969697,pending,Stage 2I QC-controlled mapping deferral
7H11,1,B,A1ANW,A,201,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,31,31,27,0.870968,pending,Stage 2I QC-controlled mapping deferral
7JIV,1,B,VBY,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,26,0.962963,pending,Stage 2I QC-controlled mapping deferral
7JIW,1,B,VBY,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,27,27,26,0.962963,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,BB,VCG,B,1503,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,CB,EIC,C,1501,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,EB,VCG,C,1503,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,XA,VCG,A,1302,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,42,42,33,0.785714,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,YA,EIC,A,1303,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7JJI,1,ZA,EIC,B,1501,,P1_EXACT_HEAVY_TOPOLOGY_MCS_PARTIAL,QUEUE_EXACT_GRAPH,partial_adapter_limitation,20,20,11,0.55,pending,Stage 2I QC-controlled mapping deferral
7KJW,1,F,EFZ,A,602,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,21,21,17,0.809524,pending,Stage 2I QC-controlled mapping deferral
7KOJ,1,B,Y94,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,29,29,28,0.965517,pending,Stage 2I QC-controlled mapping deferral
7KOK,1,B,Y96,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,23,0.92,pending,Stage 2I QC-controlled mapping deferral
7KOL,1,B,Y96,A,501,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,25,25,23,0.92,pending,Stage 2I QC-controlled mapping deferral
7KRE,1,C,X2V,A,701,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,35,35,34,0.971429,pending,Stage 2I QC-controlled mapping deferral
7KWU,1,J,K7F,A,608,,P11_OTHER,QUEUE_BOND_TEMPLATE,partial_adapter_limitation,40,40,39,0.975,pending,Stage 2I QC-controlled mapping deferral
